type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-29 14:38:18,47.67777952,17.66242500,4,113.752,44.185,1.220,309,23,29,,
T,2021-09-29 14:38:19,47.67778420,17.66241610,4,114.104,44.185,0.720,309,23,29,,
T,2021-09-29 14:38:20,47.67778776,17.66240995,4,114.015,44.185,0.600,309,24,29,,
T,2021-09-29 14:38:21,47.67779005,17.66240314,4,113.908,44.185,0.500,309,21,29,,
T,2021-09-29 14:38:22,47.67779261,17.66239826,4,114.206,44.185,0.250,308,23,29,,
T,2021-09-29 14:38:23,47.67779393,17.66239720,4,114.107,44.185,0.000,,22,29,,
T,2021-09-29 14:38:24,47.67779392,17.66239720,4,114.108,44.185,0.000,,21,29,,
T,2021-09-29 14:38:25,47.67779392,17.66239721,4,114.108,44.185,0.000,,21,29,,
T,2021-09-29 14:38:26,47.67779391,17.66239724,4,114.105,44.185,0.000,,21,29,,
T,2021-09-29 14:38:27,47.67779391,17.66239720,4,114.107,44.185,0.000,,21,29,,
T,2021-09-29 14:38:28,47.67779392,17.66239717,4,114.108,44.185,0.000,,21,29,,
T,2021-09-29 14:38:29,47.67779391,17.66239720,4,114.110,44.185,0.000,,20,29,,
T,2021-09-29 14:38:30,47.67779770,17.66239204,4,113.960,44.185,0.860,308,22,29,,
T,2021-09-29 14:38:31,47.67780789,17.66236964,4,113.959,44.185,2.930,307,19,29,,
T,2021-09-29 14:38:32,47.67782829,17.66232906,4,113.836,44.185,4.170,306,24,29,,
T,2021-09-29 14:38:33,47.67785129,17.66228059,4,114.063,44.185,4.190,306,23,29,,
T,2021-09-29 14:38:34,47.67787422,17.66223587,4,114.384,44.185,4.480,306,23,29,,
T,2021-09-29 14:38:35,47.67790346,17.66217653,4,114.297,44.185,5.850,306,23,29,,
T,2021-09-29 14:38:36,47.67794014,17.66210500,4,114.366,44.184,6.870,307,23,29,,
T,2021-09-29 14:38:37,47.67797872,17.66202806,4,114.356,44.184,7.450,307,21,29,,
T,2021-09-29 14:38:38,47.67801801,17.66195224,4,114.448,44.184,7.230,307,23,29,,
T,2021-09-29 14:38:39,47.67805532,17.66187829,4,114.565,44.184,6.790,307,21,29,,
T,2021-09-29 14:38:40,47.67808963,17.66181237,4,114.536,44.184,5.980,306,20,29,,
T,2021-09-29 14:38:41,47.67812143,17.66174849,4,114.426,44.184,5.390,306,19,29,,
T,2021-09-29 14:38:42,47.67814661,17.66169760,4,114.564,44.184,4.250,305,19,29,,
T,2021-09-29 14:38:43,47.67816686,17.66165817,4,114.484,44.184,3.260,305,22,29,,
T,2021-09-29 14:38:44,47.67817635,17.66163537,4,114.443,44.184,1.060,305,19,29,,
T,2021-09-29 14:38:45,47.67818015,17.66163172,4,114.570,44.184,0.000,,20,29,,
T,2021-09-29 14:38:46,47.67818045,17.66163064,4,114.426,44.184,0.000,,22,29,,
T,2021-09-29 14:38:47,47.67818032,17.66162861,4,114.543,44.184,0.000,,24,29,,
T,2021-09-29 14:38:48,47.67818033,17.66162864,4,114.543,44.184,0.000,,23,29,,
T,2021-09-29 14:38:49,47.67818032,17.66162866,4,114.540,44.184,0.000,,22,29,,
T,2021-09-29 14:38:50,47.67818031,17.66162860,4,114.543,44.184,0.000,,20,29,,
T,2021-09-29 14:38:51,47.67818031,17.66162861,4,114.544,44.184,0.000,,22,29,,
T,2021-09-29 14:38:52,47.67818032,17.66162862,4,114.545,44.184,0.000,,23,29,,
T,2021-09-29 14:38:53,47.67818030,17.66162858,4,114.545,44.184,0.000,,22,29,,
T,2021-09-29 14:38:54,47.67818031,17.66162862,4,114.546,44.184,0.000,,22,29,,
T,2021-09-29 14:38:55,47.67818031,17.66162860,4,114.546,44.184,0.000,,24,29,,
T,2021-09-29 14:38:56,47.67818030,17.66162861,4,114.546,44.184,0.000,,23,29,,
T,2021-09-29 14:38:57,47.67818027,17.66162863,4,114.545,44.184,0.000,,25,29,,
T,2021-09-29 14:38:58,47.67818029,17.66162859,4,114.545,44.184,0.000,,25,29,,
T,2021-09-29 14:38:59,47.67818030,17.66162859,4,114.545,44.184,0.000,,23,29,,
T,2021-09-29 14:39:00,47.67818030,17.66162861,4,114.544,44.184,0.000,,23,29,,
T,2021-09-29 14:39:01,47.67818030,17.66162859,4,114.543,44.184,0.000,,22,29,,
T,2021-09-29 14:39:02,47.67818033,17.66162863,4,114.544,44.184,0.000,,24,29,,
T,2021-09-29 14:39:03,47.67818031,17.66162863,4,114.545,44.184,0.000,,22,29,,
T,2021-09-29 14:39:04,47.67818031,17.66162861,4,114.545,44.184,0.000,,22,28,,
T,2021-09-29 14:39:05,47.67818030,17.66162861,4,114.544,44.184,0.000,,23,28,,
T,2021-09-29 14:39:06,47.67818031,17.66162861,4,114.543,44.184,0.000,,22,28,,
T,2021-09-29 14:39:07,47.67818031,17.66162861,4,114.543,44.184,0.000,,25,28,,
T,2021-09-29 14:39:08,47.67818031,17.66162862,4,114.541,44.184,0.000,,23,28,,
T,2021-09-29 14:39:09,47.67818030,17.66162860,4,114.543,44.184,0.000,,23,28,,
T,2021-09-29 14:39:10,47.67818032,17.66162863,4,114.544,44.184,0.000,,24,28,,
T,2021-09-29 14:39:11,47.67818031,17.66162861,4,114.545,44.184,0.000,,19,28,,
T,2021-09-29 14:39:12,47.67818029,17.66162859,4,114.545,44.184,0.000,,18,28,,
T,2021-09-29 14:39:13,47.67818027,17.66162861,4,114.542,44.184,0.000,,19,28,,
T,2021-09-29 14:39:14,47.67818030,17.66162861,4,114.543,44.184,0.000,,18,28,,
T,2021-09-29 14:39:15,47.67818031,17.66162862,4,114.544,44.184,0.000,,18,28,,
T,2021-09-29 14:39:16,47.67818032,17.66162859,4,114.543,44.184,0.000,,19,28,,
T,2021-09-29 14:39:17,47.67818035,17.66162850,4,114.544,44.184,0.000,,19,28,,
T,2021-09-29 14:39:18,47.67818244,17.66162356,4,115.381,44.184,0.280,303,18,28,,
T,2021-09-29 14:39:19,47.67818920,17.66161230,4,115.534,44.184,1.730,303,19,28,,
T,2021-09-29 14:39:20,47.67820326,17.66158433,4,115.626,44.184,3.290,304,15,28,,
T,2021-09-29 14:39:21,47.67822130,17.66154601,4,115.813,44.184,3.370,304,16,28,,
T,2021-09-29 14:39:22,47.67824034,17.66150996,4,115.678,44.184,3.800,305,20,27,,
T,2021-09-29 14:39:23,47.67826207,17.66146592,4,115.681,44.184,4.450,305,22,28,,
T,2021-09-29 14:39:24,47.67828845,17.66141548,4,115.845,44.184,4.780,306,21,28,,
T,2021-09-29 14:39:25,47.67831456,17.66136570,4,115.870,44.184,4.510,307,19,28,,
T,2021-09-29 14:39:26,47.67833901,17.66132209,4,115.895,44.183,3.940,308,22,28,,
T,2021-09-29 14:39:27,47.67835992,17.66128511,4,115.793,44.183,3.600,310,22,28,,
T,2021-09-29 14:39:28,47.67838159,17.66125001,4,115.835,44.183,3.460,312,17,28,,
T,2021-09-29 14:39:29,47.67840419,17.66121714,4,115.682,44.183,3.430,314,20,28,,
T,2021-09-29 14:39:30,47.67842457,17.66118812,4,115.781,44.183,3.250,316,20,28,,
T,2021-09-29 14:39:31,47.67844637,17.66115963,4,115.756,44.183,3.200,317,20,28,,
T,2021-09-29 14:39:32,47.67846717,17.66113464,4,115.655,44.183,2.710,319,22,28,,
T,2021-09-29 14:39:33,47.67848303,17.66111527,4,115.596,44.183,1.990,320,20,28,,
T,2021-09-29 14:39:34,47.67849350,17.66110271,4,115.616,44.183,1.190,320,21,28,,
T,2021-09-29 14:39:35,47.67849697,17.66110039,4,115.662,44.183,0.000,,19,28,,
T,2021-09-29 14:39:36,47.67849884,17.66110016,4,115.705,44.183,0.000,,20,28,,
T,2021-09-29 14:39:37,47.67849953,17.66109925,4,115.600,44.183,0.000,,21,28,,
T,2021-09-29 14:39:38,47.67849952,17.66109925,4,115.601,44.183,0.000,,19,28,,
T,2021-09-29 14:39:39,47.67849949,17.66109924,4,115.600,44.183,0.000,,20,28,,
T,2021-09-29 14:39:40,47.67849948,17.66109923,4,115.600,44.183,0.000,,21,28,,
T,2021-09-29 14:39:41,47.67849944,17.66109924,4,115.599,44.183,0.000,,21,28,,
T,2021-09-29 14:39:42,47.67849945,17.66109925,4,115.599,44.183,0.000,,19,28,,
T,2021-09-29 14:39:43,47.67849945,17.66109923,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:44,47.67849945,17.66109924,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:45,47.67849946,17.66109920,4,115.600,44.183,0.000,,20,28,,
T,2021-09-29 14:39:46,47.67849945,17.66109923,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:47,47.67849946,17.66109923,4,115.600,44.183,0.000,,20,28,,
T,2021-09-29 14:39:48,47.67849945,17.66109924,4,115.599,44.183,0.000,,21,28,,
T,2021-09-29 14:39:49,47.67849943,17.66109926,4,115.599,44.183,0.000,,21,28,,
T,2021-09-29 14:39:50,47.67849943,17.66109923,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:51,47.67849945,17.66109921,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:52,47.67849945,17.66109922,4,115.598,44.183,0.000,,20,28,,
T,2021-09-29 14:39:53,47.67849944,17.66109922,4,115.598,44.183,0.000,,20,28,,
T,2021-09-29 14:39:54,47.67849946,17.66109924,4,115.598,44.183,0.000,,21,28,,
T,2021-09-29 14:39:55,47.67849944,17.66109923,4,115.599,44.183,0.000,,19,28,,
T,2021-09-29 14:39:56,47.67849944,17.66109922,4,115.599,44.183,0.000,,21,28,,
T,2021-09-29 14:39:57,47.67849944,17.66109923,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:39:58,47.67849944,17.66109922,4,115.600,44.183,0.000,,20,28,,
T,2021-09-29 14:39:59,47.67849944,17.66109922,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:40:00,47.67849945,17.66109925,4,115.599,44.183,0.000,,20,28,,
T,2021-09-29 14:40:01,47.67849944,17.66109927,4,115.599,44.183,0.000,,20,27,,
T,2021-09-29 14:40:02,47.67849944,17.66109923,4,115.596,44.183,0.000,,19,27,,
T,2021-09-29 14:40:03,47.67849945,17.66109923,4,115.598,44.183,0.000,,20,27,,
T,2021-09-29 14:40:04,47.67849946,17.66109922,4,115.599,44.183,0.000,,20,27,,
T,2021-09-29 14:40:05,47.67849947,17.66109923,4,115.599,44.183,0.000,,20,27,,
T,2021-09-29 14:40:06,47.67849945,17.66109923,4,115.600,44.183,0.000,,21,27,,
T,2021-09-29 14:40:07,47.67849945,17.66109924,4,115.599,44.183,0.000,,21,27,,
T,2021-09-29 14:40:08,47.67849944,17.66109923,4,115.599,44.183,0.000,,20,27,,
T,2021-09-29 14:40:09,47.67849943,17.66109924,4,115.598,44.183,0.000,,21,27,,
T,2021-09-29 14:40:10,47.67849946,17.66109922,4,115.596,44.183,0.000,,23,27,,
T,2021-09-29 14:40:11,47.67849947,17.66109923,4,115.599,44.183,0.000,,22,27,,
T,2021-09-29 14:40:12,47.67849948,17.66109917,4,115.598,44.183,0.000,,22,27,,
T,2021-09-29 14:40:13,47.67850171,17.66109714,4,116.101,44.183,0.310,320,20,27,,
T,2021-09-29 14:40:14,47.67850622,17.66109233,4,116.070,44.183,1.040,320,20,28,,
T,2021-09-29 14:40:15,47.67851877,17.66107580,4,115.882,44.183,2.830,320,18,28,,
T,2021-09-29 14:40:16,47.67853974,17.66104998,4,115.908,44.183,3.250,320,17,28,,
T,2021-09-29 14:40:17,47.67856074,17.66102589,4,115.797,44.183,2.750,322,17,29,,
T,2021-09-29 14:40:18,47.67858149,17.66100379,4,115.595,44.183,3.220,324,22,29,,
T,2021-09-29 14:40:19,47.67860856,17.66097699,4,115.474,44.183,3.930,325,19,29,,
T,2021-09-29 14:40:20,47.67863779,17.66094986,4,115.367,44.183,3.660,328,21,29,,
T,2021-09-29 14:40:21,47.67866447,17.66092593,4,115.451,44.183,3.300,330,21,29,,
T,2021-09-29 14:40:22,47.67869743,17.66090123,4,115.074,44.183,4.260,332,21,29,,
T,2021-09-29 14:40:23,47.67873659,17.66087756,4,114.933,44.183,5.290,336,21,29,,
T,2021-09-29 14:40:24,47.67878138,17.66085324,4,114.910,44.182,5.340,341,23,29,,
T,2021-09-29 14:40:25,47.67882834,17.66083170,4,114.982,44.182,5.100,344,22,29,,
T,2021-09-29 14:40:26,47.67888129,17.66080891,4,115.070,44.182,6.660,344,21,29,,
T,2021-09-29 14:40:27,47.67893672,17.66077478,4,115.276,44.182,7.260,336,19,29,,
T,2021-09-29 14:40:28,47.67899398,17.66072355,4,115.196,44.182,7.260,325,17,29,,
T,2021-09-29 14:40:29,47.67903993,17.66066156,4,115.396,44.182,7.600,314,20,29,,
T,2021-09-29 14:40:30,47.67907891,17.66058152,4,115.522,44.182,7.700,302,23,29,,
T,2021-09-29 14:40:31,47.67910892,17.66048874,4,115.773,44.182,7.970,290,22,29,,
T,2021-09-29 14:40:32,47.67911720,17.66038839,4,115.688,44.182,8.390,276,24,29,,
T,2021-09-29 14:40:33,47.67911677,17.66027401,4,115.933,44.182,8.450,267,23,29,,
T,2021-09-29 14:40:34,47.67911739,17.66017057,4,115.647,44.182,7.840,268,20,29,,
T,2021-09-29 14:40:35,47.67911904,17.66007337,4,115.622,44.182,6.970,273,21,29,,
T,2021-09-29 14:40:36,47.67912766,17.65997036,4,115.843,44.182,7.400,279,19,29,,
T,2021-09-29 14:40:37,47.67914877,17.65986926,4,116.776,44.182,7.490,286,17,29,,
T,2021-09-29 14:40:38,47.67917582,17.65977295,4,116.251,44.182,7.910,293,22,28,,
T,2021-09-29 14:40:39,47.67920660,17.65967867,4,116.460,44.181,8.150,297,21,27,,
T,2021-09-29 14:40:40,47.67924296,17.65958414,4,116.373,44.181,8.080,300,20,27,,
T,2021-09-29 14:40:41,47.67928524,17.65948374,4,116.374,44.181,8.900,301,17,27,,
T,2021-09-29 14:40:42,47.67932728,17.65938561,4,116.385,44.181,9.000,302,16,27,,
T,2021-09-29 14:40:43,47.67936943,17.65929341,4,116.453,44.181,8.460,305,17,27,,
T,2021-09-29 14:40:44,47.67941426,17.65920489,4,116.654,44.181,7.720,307,17,27,,
T,2021-09-29 14:40:45,47.67945736,17.65912666,4,116.747,44.181,7.640,310,19,27,,
T,2021-09-29 14:40:46,47.67950206,17.65905097,4,116.731,44.181,8.030,312,17,27,,
T,2021-09-29 14:40:47,47.67955059,17.65897385,4,116.935,44.181,8.020,314,17,27,,
T,2021-09-29 14:40:48,47.67959806,17.65890157,4,116.870,44.181,7.410,315,17,27,,
T,2021-09-29 14:40:49,47.67964579,17.65883153,4,116.913,44.180,7.420,316,18,27,,
T,2021-09-29 14:40:50,47.67969636,17.65875867,4,116.938,44.180,8.090,316,18,27,,
T,2021-09-29 14:40:51,47.67974549,17.65868342,4,116.896,44.180,8.040,316,19,27,,
T,2021-09-29 14:40:52,47.67979815,17.65860764,4,116.897,44.180,7.840,316,19,27,,
T,2021-09-29 14:40:53,47.67985111,17.65853252,4,116.806,44.180,8.220,316,19,27,,
T,2021-09-29 14:40:54,47.67990299,17.65846142,4,116.624,44.180,7.670,317,17,27,,
T,2021-09-29 14:40:55,47.67995065,17.65839709,4,116.642,44.180,7.280,318,17,27,,
T,2021-09-29 14:40:56,47.68000092,17.65833161,4,116.589,44.180,7.670,320,19,27,,
T,2021-09-29 14:40:57,47.68005891,17.65825902,4,116.838,44.179,8.500,320,15,27,,
T,2021-09-29 14:40:58,47.68011932,17.65818394,4,116.830,44.179,9.590,320,19,27,,
T,2021-09-29 14:40:59,47.68018293,17.65809536,4,116.476,44.179,10.370,317,17,27,,
T,2021-09-29 14:41:00,47.68025608,17.65799389,4,116.207,44.179,10.990,316,16,27,,
T,2021-09-29 14:41:01,47.68032907,17.65788833,4,115.939,44.179,11.600,315,17,27,,
T,2021-09-29 14:41:02,47.68040151,17.65777882,4,115.969,44.179,12.040,315,17,27,,
T,2021-09-29 14:41:03,47.68047823,17.65766298,4,116.100,44.178,12.400,314,19,27,,
T,2021-09-29 14:41:04,47.68055807,17.65754416,4,115.900,44.178,12.750,315,14,27,,
T,2021-09-29 14:41:05,47.68064601,17.65741819,4,115.885,44.178,13.280,316,17,27,,
T,2021-09-29 14:41:06,47.68073389,17.65729331,4,115.753,44.178,13.740,316,16,27,,
T,2021-09-29 14:41:07,47.68082055,17.65716847,4,115.580,44.178,13.970,316,16,27,,
T,2021-09-29 14:41:08,47.68091341,17.65703588,4,115.298,44.177,13.920,316,17,27,,
T,2021-09-29 14:41:09,47.68100265,17.65690726,4,115.200,44.177,13.970,316,15,27,,
T,2021-09-29 14:41:10,47.68109167,17.65677925,4,114.943,44.177,14.240,316,16,27,,
T,2021-09-29 14:41:11,47.68118197,17.65664799,4,114.967,44.177,14.130,316,16,26,,
T,2021-09-29 14:41:12,47.68127435,17.65651569,4,115.053,44.177,14.090,316,16,26,,
T,2021-09-29 14:41:13,47.68136725,17.65638407,4,115.007,44.176,13.870,316,17,26,,
T,2021-09-29 14:41:14,47.68145386,17.65626118,4,114.830,44.176,13.570,316,18,26,,
T,2021-09-29 14:41:15,47.68153932,17.65613872,4,114.328,44.176,13.190,316,19,26,,
T,2021-09-29 14:41:16,47.68162409,17.65601653,4,114.185,44.176,12.400,316,18,26,,
T,2021-09-29 14:41:17,47.68170026,17.65590747,4,114.216,44.176,11.210,316,14,26,,
T,2021-09-29 14:41:18,47.68176976,17.65581428,4,114.019,44.175,9.940,317,12,26,,
T,2021-09-29 14:41:19,47.68183366,17.65573387,4,113.810,44.175,9.140,320,15,26,,
T,2021-09-29 14:41:20,47.68189404,17.65566486,4,113.847,44.175,8.010,325,16,27,,
T,2021-09-29 14:41:21,47.68195127,17.65561478,4,114.056,44.175,6.320,333,20,27,,
T,2021-09-29 14:41:22,47.68199521,17.65558699,4,114.163,44.175,4.650,341,16,27,,
T,2021-09-29 14:41:23,47.68203500,17.65557243,4,114.475,44.175,4.290,349,17,27,,
T,2021-09-29 14:41:24,47.68207930,17.65557068,4,114.511,44.175,5.160,360,21,27,,
T,2021-09-29 14:41:25,47.68213203,17.65557995,4,114.355,44.175,6.440,8,20,27,,
T,2021-09-29 14:41:26,47.68219029,17.65558643,4,114.647,44.174,7.290,4,18,27,,
T,2021-09-29 14:41:27,47.68226285,17.65558275,4,114.675,44.174,8.820,353,19,27,,
T,2021-09-29 14:41:28,47.68234901,17.65556473,4,114.806,44.174,10.430,350,20,27,,
T,2021-09-29 14:41:29,47.68244916,17.65554312,4,114.611,44.174,11.600,354,18,27,,
T,2021-09-29 14:41:30,47.68254280,17.65552795,4,114.922,44.174,11.830,358,15,27,,
T,2021-09-29 14:41:31,47.68264306,17.65552545,4,114.831,44.173,11.640,360,19,27,,
T,2021-09-29 14:41:32,47.68275250,17.65552758,4,114.433,44.173,12.110,1,20,27,,
T,2021-09-29 14:41:33,47.68286384,17.65553090,4,114.115,44.173,12.520,1,17,27,,
T,2021-09-29 14:41:34,47.68297720,17.65553591,4,114.193,44.173,12.690,2,20,27,,
T,2021-09-29 14:41:35,47.68308638,17.65554323,4,114.328,44.172,12.630,3,21,27,,
T,2021-09-29 14:41:36,47.68319905,17.65555316,4,114.673,44.172,12.450,3,19,27,,
T,2021-09-29 14:41:37,47.68331556,17.65556109,4,114.658,44.172,12.670,3,19,27,,
T,2021-09-29 14:41:38,47.68342268,17.65556887,4,114.972,44.172,12.210,2,18,27,,
T,2021-09-29 14:41:39,47.68352861,17.65557070,4,114.929,44.171,11.350,2,19,27,,
T,2021-09-29 14:41:40,47.68362881,17.65557359,4,115.081,44.171,10.190,2,19,27,,
T,2021-09-29 14:41:41,47.68371387,17.65558235,4,115.376,44.171,9.130,2,18,27,,
T,2021-09-29 14:41:42,47.68379539,17.65558547,4,115.370,44.171,8.710,3,18,27,,
T,2021-09-29 14:41:43,47.68387736,17.65559359,4,115.658,44.170,9.680,3,22,27,,
T,2021-09-29 14:41:44,47.68397056,17.65560490,4,116.056,44.170,11.140,3,21,27,,
T,2021-09-29 14:41:45,47.68407812,17.65561433,4,116.652,44.170,12.220,3,18,27,,
T,2021-09-29 14:41:46,47.68419106,17.65562292,4,117.011,44.170,12.630,3,19,27,,
T,2021-09-29 14:41:47,47.68430397,17.65563262,4,117.315,44.169,12.730,3,14,27,,
T,2021-09-29 14:41:48,47.68442264,17.65564056,4,117.731,44.169,12.760,3,17,27,,
T,2021-09-29 14:41:49,47.68453484,17.65564842,4,118.253,44.169,12.350,3,17,27,,
T,2021-09-29 14:41:50,47.68464031,17.65565513,4,118.848,44.169,11.800,3,19,27,,
T,2021-09-29 14:41:51,47.68474426,17.65566341,4,119.172,44.168,11.430,3,19,27,,
T,2021-09-29 14:41:52,47.68484468,17.65567081,4,119.285,44.168,10.940,3,19,27,,
T,2021-09-29 14:41:53,47.68494176,17.65567615,4,118.986,44.168,10.040,3,16,27,,
T,2021-09-29 14:41:54,47.68502692,17.65567808,4,118.725,44.168,9.030,1,16,27,,
T,2021-09-29 14:41:55,47.68510452,17.65566895,4,118.503,44.168,8.780,353,20,27,,
T,2021-09-29 14:41:56,47.68518281,17.65564021,4,117.834,44.167,9.270,340,20,27,,
T,2021-09-29 14:41:57,47.68525890,17.65557684,4,117.755,44.167,9.920,324,23,27,,
T,2021-09-29 14:41:58,47.68532281,17.65548313,4,117.516,44.167,10.560,308,23,27,,
T,2021-09-29 14:41:59,47.68537428,17.65536847,4,117.149,44.167,11.300,299,21,27,,
T,2021-09-29 14:42:00,47.68541411,17.65522497,4,116.563,44.167,11.890,294,19,27,,
T,2021-09-29 14:42:01,47.68545734,17.65507507,4,116.103,44.167,12.140,292,23,27,,
T,2021-09-29 14:42:02,47.68549782,17.65492558,4,116.151,44.167,12.330,290,16,28,,
T,2021-09-29 14:42:03,47.68553478,17.65476804,4,115.525,44.167,12.470,288,22,28,,
T,2021-09-29 14:42:04,47.68557026,17.65459938,4,115.186,44.166,12.670,285,17,28,,
T,2021-09-29 14:42:05,47.68559729,17.65443664,4,114.878,44.166,12.630,283,20,28,,
T,2021-09-29 14:42:06,47.68562060,17.65427762,4,114.237,44.166,12.540,281,19,28,,
T,2021-09-29 14:42:07,47.68564000,17.65411426,4,114.200,44.166,12.460,279,16,28,,
T,2021-09-29 14:42:08,47.68565438,17.65395041,4,113.881,44.166,12.220,277,23,28,,
T,2021-09-29 14:42:09,47.68566441,17.65378533,4,113.494,44.166,11.700,274,23,28,,
T,2021-09-29 14:42:10,47.68566906,17.65364268,4,113.153,44.166,10.410,272,22,28,,
T,2021-09-29 14:42:11,47.68566992,17.65351640,4,113.348,44.166,9.370,270,23,28,,
T,2021-09-29 14:42:12,47.68566935,17.65339993,4,113.561,44.166,7.820,270,22,28,,
T,2021-09-29 14:42:13,47.68566873,17.65330868,4,113.728,44.166,6.130,269,22,28,,
T,2021-09-29 14:42:14,47.68566786,17.65323770,4,113.465,44.166,4.710,268,21,28,,
T,2021-09-29 14:42:15,47.68566663,17.65318570,4,113.424,44.166,3.230,269,18,28,,
T,2021-09-29 14:42:16,47.68566575,17.65315159,4,113.283,44.166,1.790,269,18,28,,
T,2021-09-29 14:42:17,47.68566473,17.65313039,4,113.129,44.166,1.260,269,21,28,,
T,2021-09-29 14:42:18,47.68566406,17.65312433,4,113.185,44.166,0.000,,21,28,,
T,2021-09-29 14:42:19,47.68566321,17.65312382,5,113.178,44.166,0.210,269,21,28,,
T,2021-09-29 14:42:20,47.68566311,17.65312318,5,113.196,44.166,0.280,269,22,28,,
T,2021-09-29 14:42:21,47.68566258,17.65312168,6,113.189,44.166,0.270,269,21,28,,
T,2021-09-29 14:42:22,47.68566145,17.65312238,6,113.108,44.166,0.240,269,21,28,,
T,2021-09-29 14:42:23,47.68566084,17.65312205,6,113.157,44.166,0.200,269,20,28,,
T,2021-09-29 14:42:24,47.68566036,17.65312238,8,113.195,44.166,0.160,269,21,28,,
T,2021-09-29 14:42:25,47.68566038,17.65312240,8,113.195,44.166,0.000,,22,28,,
T,2021-09-29 14:42:26,47.68566034,17.65312237,7,113.195,44.166,0.000,,23,28,,
T,2021-09-29 14:42:27,47.68566034,17.65312237,7,113.195,44.166,0.000,,19,28,,
T,2021-09-29 14:42:28,47.68566035,17.65312234,6,113.194,44.166,0.000,,18,28,,
T,2021-09-29 14:42:29,47.68566033,17.65312234,6,113.194,44.166,0.000,,20,28,,
T,2021-09-29 14:42:30,47.68566032,17.65312236,6,113.195,44.166,0.000,,21,28,,
T,2021-09-29 14:42:31,47.68566032,17.65312235,6,113.194,44.166,0.000,,20,28,,
T,2021-09-29 14:42:32,47.68566031,17.65312235,5,113.194,44.166,0.000,,20,28,,
T,2021-09-29 14:42:33,47.68566031,17.65312229,5,113.194,44.166,0.000,,21,28,,
T,2021-09-29 14:42:34,47.68566033,17.65312227,4,113.193,44.166,0.000,,21,28,,
T,2021-09-29 14:42:35,47.68566033,17.65312230,4,113.193,44.166,0.000,,18,28,,
T,2021-09-29 14:42:36,47.68565847,17.65310506,4,112.824,44.166,2.440,268,20,28,,
T,2021-09-29 14:42:37,47.68566025,17.65304810,4,112.650,44.166,5.610,269,19,28,,
T,2021-09-29 14:42:38,47.68565982,17.65297609,4,112.615,44.166,5.840,269,19,27,,
T,2021-09-29 14:42:39,47.68565650,17.65289093,4,112.560,44.166,7.280,269,20,27,,
T,2021-09-29 14:42:40,47.68565740,17.65278929,4,112.710,44.166,8.320,270,21,27,,
T,2021-09-29 14:42:41,47.68565775,17.65266577,4,112.448,44.166,9.710,270,21,27,,
T,2021-09-29 14:42:42,47.68565742,17.65253661,4,112.604,44.166,10.150,270,19,27,,
T,2021-09-29 14:42:43,47.68565537,17.65239010,4,112.464,44.166,11.550,269,20,27,,
T,2021-09-29 14:42:44,47.68565524,17.65222044,4,112.676,44.166,12.820,270,21,27,,
T,2021-09-29 14:42:45,47.68565539,17.65204157,4,112.807,44.166,13.900,270,21,27,,
T,2021-09-29 14:42:46,47.68565829,17.65185409,4,113.388,44.166,14.220,271,19,27,,
T,2021-09-29 14:42:47,47.68566581,17.65166831,4,113.544,44.166,14.520,274,23,27,,
T,2021-09-29 14:42:48,47.68568156,17.65147674,4,113.716,44.166,14.590,277,22,27,,
T,2021-09-29 14:42:49,47.68570434,17.65127339,4,113.780,44.166,14.900,280,21,27,,
T,2021-09-29 14:42:50,47.68573410,17.65107849,4,113.646,44.166,15.180,284,22,27,,
T,2021-09-29 14:42:51,47.68577397,17.65088755,4,114.048,44.166,15.410,289,19,27,,
T,2021-09-29 14:42:52,47.68582444,17.65068868,4,113.999,44.166,15.540,293,21,27,,
T,2021-09-29 14:42:53,47.68588221,17.65049836,4,114.131,44.166,15.920,296,24,27,,
T,2021-09-29 14:42:54,47.68594663,17.65031525,4,114.115,44.166,16.030,300,22,27,,
T,2021-09-29 14:42:55,47.68601973,17.65013248,4,113.748,44.166,16.010,302,21,27,,
T,2021-09-29 14:42:56,47.68609758,17.64995283,4,113.550,44.165,15.830,303,19,27,,
T,2021-09-29 14:42:57,47.68617901,17.64977277,4,113.714,44.165,15.720,303,17,27,,
T,2021-09-29 14:42:58,47.68625525,17.64960659,4,113.581,44.165,15.420,303,22,27,,
T,2021-09-29 14:42:59,47.68633141,17.64943810,4,113.523,44.165,15.080,304,21,27,,
T,2021-09-29 14:43:00,47.68640866,17.64926628,4,113.666,44.165,15.140,304,20,27,,
T,2021-09-29 14:43:01,47.68648307,17.64909671,4,113.594,44.164,15.040,304,19,27,,
T,2021-09-29 14:43:02,47.68655291,17.64893934,4,113.521,44.164,13.710,303,20,27,,
T,2021-09-29 14:43:03,47.68661043,17.64880659,4,113.323,44.164,10.980,304,22,27,,
