type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-29 05:28:30,47.68866843,17.64483185,4,118.643,44.159,8.160,338,24,28,,
T,2021-09-29 05:28:31,47.68873217,17.64477184,4,119.236,44.159,8.530,323,26,28,,
T,2021-09-29 05:28:32,47.68878208,17.64468464,4,119.474,44.159,9.100,305,28,28,,
T,2021-09-29 05:28:33,47.68881340,17.64457039,4,119.305,44.159,9.690,289,23,28,,
T,2021-09-29 05:28:34,47.68883579,17.64443769,4,119.100,44.159,10.440,281,24,28,,
T,2021-09-29 05:28:35,47.68886161,17.64429775,4,118.691,44.159,11.000,287,23,28,,
T,2021-09-29 05:28:36,47.68889821,17.64415851,4,118.446,44.159,11.410,294,21,28,,
T,2021-09-29 05:28:37,47.68894661,17.64402336,4,118.311,44.159,11.650,301,21,28,,
T,2021-09-29 05:28:38,47.68900826,17.64389627,4,118.149,44.159,11.590,308,23,28,,
T,2021-09-29 05:28:39,47.68907756,17.64378626,4,118.138,44.158,11.230,315,22,28,,
T,2021-09-29 05:28:40,47.68915292,17.64369364,4,118.460,44.158,10.910,323,22,28,,
T,2021-09-29 05:28:41,47.68923311,17.64360728,4,118.367,44.158,10.460,326,27,28,,
T,2021-09-29 05:28:42,47.68930796,17.64353276,4,118.369,44.158,9.540,327,22,28,,
T,2021-09-29 05:28:43,47.68937363,17.64347081,4,118.365,44.158,8.120,328,23,28,,
T,2021-09-29 05:28:44,47.68942699,17.64342098,4,118.228,44.158,6.170,328,23,28,,
T,2021-09-29 05:28:45,47.68946561,17.64338516,4,118.213,44.157,4.370,328,26,28,,
T,2021-09-29 05:28:46,47.68949434,17.64335764,4,118.282,44.157,3.140,329,23,28,,
T,2021-09-29 05:28:47,47.68950964,17.64334334,4,118.242,44.157,1.050,329,22,28,,
T,2021-09-29 05:28:48,47.68951306,17.64333953,4,118.299,44.157,0.000,,24,28,,
T,2021-09-29 05:28:49,47.68951380,17.64333889,4,118.412,44.157,0.000,,20,28,,
T,2021-09-29 05:28:50,47.68951473,17.64333903,4,118.303,44.157,0.000,,21,28,,
T,2021-09-29 05:28:51,47.68951444,17.64333954,4,118.228,44.157,0.000,,24,28,,
T,2021-09-29 05:28:52,47.68951444,17.64333956,4,118.227,44.157,0.000,,19,28,,
T,2021-09-29 05:28:53,47.68951444,17.64333953,4,118.225,44.157,0.000,,19,28,,
T,2021-09-29 05:28:54,47.68951443,17.64333954,4,118.226,44.157,0.000,,23,28,,
T,2021-09-29 05:28:55,47.68951441,17.64333952,4,118.228,44.157,0.000,,19,28,,
T,2021-09-29 05:28:56,47.68951443,17.64333952,4,118.227,44.157,0.000,,20,28,,
T,2021-09-29 05:28:57,47.68951443,17.64333954,4,118.228,44.157,0.000,,20,28,,
T,2021-09-29 05:28:58,47.68951442,17.64333955,4,118.226,44.157,0.000,,22,28,,
T,2021-09-29 05:28:59,47.68951443,17.64333953,4,118.229,44.157,0.000,,22,28,,
T,2021-09-29 05:29:00,47.68951442,17.64333954,4,118.227,44.157,0.000,,20,28,,
T,2021-09-29 05:29:01,47.68952436,17.64333231,4,118.198,44.157,1.690,329,23,28,,
T,2021-09-29 05:29:02,47.68954734,17.64331350,4,118.273,44.157,3.960,329,25,28,,
T,2021-09-29 05:29:03,47.68958151,17.64328322,4,118.311,44.157,4.780,330,23,28,,
T,2021-09-29 05:29:04,47.68962148,17.64324866,4,118.175,44.157,5.210,331,23,28,,
T,2021-09-29 05:29:05,47.68966827,17.64321289,4,118.282,44.157,6.130,331,22,28,,
T,2021-09-29 05:29:06,47.68972018,17.64317027,4,118.002,44.157,7.310,332,23,28,,
T,2021-09-29 05:29:07,47.68977716,17.64312323,4,117.838,44.157,7.460,332,23,28,,
T,2021-09-29 05:29:08,47.68983636,17.64307770,4,117.654,44.157,7.300,333,17,28,,
T,2021-09-29 05:29:09,47.68989429,17.64303076,4,117.843,44.156,7.030,330,17,28,,
T,2021-09-29 05:29:10,47.68994386,17.64297514,4,117.977,44.156,6.780,320,17,28,,
T,2021-09-29 05:29:11,47.68997628,17.64290328,4,117.863,44.156,6.640,303,19,28,,
T,2021-09-29 05:29:12,47.68999382,17.64282188,4,117.889,44.156,6.760,284,19,28,,
T,2021-09-29 05:29:13,47.68999108,17.64272849,4,117.726,44.156,7.050,264,23,28,,
T,2021-09-29 05:29:14,47.68997171,17.64263460,4,117.062,44.156,7.540,251,23,28,,
T,2021-09-29 05:29:15,47.68994730,17.64253941,4,117.101,44.156,7.950,246,24,28,,
T,2021-09-29 05:29:16,47.68991763,17.64243870,4,117.092,44.156,8.220,244,24,28,,
T,2021-09-29 05:29:17,47.68988667,17.64234656,4,117.006,44.157,7.690,242,20,28,,
T,2021-09-29 05:29:18,47.68985829,17.64226717,4,116.806,44.157,6.230,241,18,28,,
T,2021-09-29 05:29:19,47.68983628,17.64220401,4,116.638,44.157,4.550,242,18,28,,
T,2021-09-29 05:29:20,47.68982076,17.64215395,4,116.447,44.157,3.640,246,17,28,,
T,2021-09-29 05:29:21,47.68980984,17.64211304,4,116.481,44.157,2.840,249,19,28,,
T,2021-09-29 05:29:22,47.68980337,17.64208385,4,116.461,44.157,1.820,251,20,28,,
T,2021-09-29 05:29:23,47.68980063,17.64207013,4,116.352,44.157,0.580,252,22,28,,
T,2021-09-29 05:29:24,47.68979839,17.64206145,4,116.515,44.157,0.530,252,20,28,,
T,2021-09-29 05:29:25,47.68979739,17.64205632,4,116.355,44.157,0.480,253,19,28,,
T,2021-09-29 05:29:26,47.68979702,17.64205011,4,116.862,44.157,0.330,253,19,28,,
T,2021-09-29 05:29:27,47.68979607,17.64204844,4,116.564,44.157,0.000,,19,28,,
T,2021-09-29 05:29:28,47.68979608,17.64204850,4,116.565,44.157,0.000,,16,28,,
T,2021-09-29 05:29:29,47.68979608,17.64204852,4,116.564,44.157,0.000,,18,28,,
T,2021-09-29 05:29:30,47.68979609,17.64204852,4,116.564,44.157,0.000,,17,28,,
T,2021-09-29 05:29:31,47.68979608,17.64204851,4,116.564,44.157,0.000,,17,28,,
T,2021-09-29 05:29:32,47.68979607,17.64204849,4,116.563,44.157,0.000,,17,28,,
T,2021-09-29 05:29:33,47.68979605,17.64204851,4,116.564,44.157,0.000,,18,28,,
T,2021-09-29 05:29:34,47.68979607,17.64204850,4,116.564,44.157,0.000,,17,28,,
T,2021-09-29 05:29:35,47.68979606,17.64204848,4,116.563,44.157,0.000,,16,28,,
T,2021-09-29 05:29:36,47.68979607,17.64204851,4,116.564,44.157,0.000,,16,28,,
T,2021-09-29 05:29:37,47.68979577,17.64203966,4,117.039,44.157,0.810,253,17,28,,
T,2021-09-29 05:29:38,47.68979166,17.64201737,4,116.920,44.157,2.290,256,17,28,,
T,2021-09-29 05:29:39,47.68979274,17.64198039,4,116.670,44.157,3.230,268,18,28,,
T,2021-09-29 05:29:40,47.68980511,17.64193511,4,116.666,44.157,4.180,287,22,28,,
T,2021-09-29 05:29:41,47.68983389,17.64188621,4,116.293,44.157,5.390,309,24,28,,
T,2021-09-29 05:29:42,47.68988020,17.64184099,4,116.054,44.157,6.720,327,22,28,,
T,2021-09-29 05:29:43,47.68993520,17.64179824,4,116.069,44.156,6.960,333,21,28,,
T,2021-09-29 05:29:44,47.68999696,17.64175372,4,115.966,44.156,8.340,333,20,28,,
T,2021-09-29 05:29:45,47.69006400,17.64169896,4,116.162,44.156,8.400,332,17,28,,
T,2021-09-29 05:29:46,47.69012846,17.64165080,4,115.978,44.156,7.540,332,19,28,,
T,2021-09-29 05:29:47,47.69018137,17.64160734,4,116.164,44.156,6.040,331,17,28,,
T,2021-09-29 05:29:48,47.69022057,17.64156929,4,115.760,44.156,4.290,327,17,27,,
T,2021-09-29 05:29:49,47.69024136,17.64152531,4,115.665,44.156,4.010,308,20,27,,
T,2021-09-29 05:29:50,47.69024621,17.64146504,4,115.200,44.156,5.260,278,18,27,,
T,2021-09-29 05:29:51,47.69023277,17.64139221,4,115.250,44.156,6.300,254,17,27,,
T,2021-09-29 05:29:52,47.69020868,17.64130885,4,115.056,44.156,7.270,245,22,27,,
T,2021-09-29 05:29:53,47.69018108,17.64122093,4,115.507,44.156,7.400,244,16,27,,
T,2021-09-29 05:29:54,47.69015115,17.64113068,4,115.482,44.156,7.620,244,14,27,,
T,2021-09-29 05:29:55,47.69011887,17.64103857,4,115.115,44.156,7.760,244,16,27,,
T,2021-09-29 05:29:56,47.69008782,17.64094517,4,115.022,44.156,7.940,244,18,27,,
T,2021-09-29 05:29:57,47.69005757,17.64085208,4,115.227,44.156,7.740,243,19,27,,
T,2021-09-29 05:29:58,47.69003124,17.64075862,4,115.274,44.156,7.560,244,20,27,,
T,2021-09-29 05:29:59,47.69000172,17.64066766,4,115.175,44.156,7.430,244,14,27,,
T,2021-09-29 05:30:00,47.68997559,17.64058115,4,115.291,44.156,7.230,245,21,27,,
T,2021-09-29 05:30:01,47.68994680,17.64049191,4,115.573,44.156,7.050,245,20,27,,
T,2021-09-29 05:30:02,47.68992195,17.64040805,4,114.807,44.156,6.710,245,19,27,,
T,2021-09-29 05:30:03,47.68989899,17.64032913,4,114.789,44.157,6.400,245,17,27,,
T,2021-09-29 05:30:04,47.68987644,17.64025383,4,114.812,44.157,5.740,245,13,27,,
T,2021-09-29 05:30:05,47.68985834,17.64019848,4,114.549,44.157,4.300,245,14,26,,
T,2021-09-29 05:30:06,47.68984795,17.64015762,4,114.315,44.157,2.660,246,21,26,,
T,2021-09-29 05:30:07,47.68984052,17.64013377,4,114.028,44.157,1.320,246,19,26,,
T,2021-09-29 05:30:08,47.68983682,17.64012354,4,114.089,44.157,0.530,245,19,26,,
T,2021-09-29 05:30:09,47.68983650,17.64012047,4,114.201,44.157,0.000,,18,26,,
T,2021-09-29 05:30:10,47.68983748,17.64011874,4,114.122,44.157,0.000,,21,26,,
T,2021-09-29 05:30:11,47.68983735,17.64011815,4,114.032,44.157,0.000,,21,25,,
T,2021-09-29 05:30:12,47.68983735,17.64011811,4,114.032,44.157,0.000,,21,25,,
T,2021-09-29 05:30:13,47.68983386,17.64010830,4,114.248,44.157,1.380,246,21,25,,
T,2021-09-29 05:30:14,47.68982735,17.64008523,4,114.253,44.157,2.150,246,21,25,,
T,2021-09-29 05:30:15,47.68982187,17.64006266,4,114.559,44.157,1.390,246,18,25,,
T,2021-09-29 05:30:16,47.68981859,17.64005206,4,115.011,44.157,0.470,246,21,25,,
T,2021-09-29 05:30:17,47.68981839,17.64004819,4,115.153,44.157,0.000,,20,25,,
T,2021-09-29 05:30:18,47.68981834,17.64004670,4,115.423,44.157,0.000,,20,25,,
T,2021-09-29 05:30:19,47.68981944,17.64004502,4,115.605,44.157,0.000,,18,26,,
T,2021-09-29 05:30:20,47.68981850,17.64004259,4,115.646,44.157,0.190,246,20,26,,
T,2021-09-29 05:30:21,47.68981737,17.64004203,4,115.814,44.157,0.200,246,21,26,,
T,2021-09-29 05:30:22,47.68981576,17.64003499,4,115.988,44.157,0.990,246,18,26,,
T,2021-09-29 05:30:23,47.68980777,17.64000932,4,116.244,44.157,2.920,245,18,26,,
T,2021-09-29 05:30:24,47.68979160,17.63996315,4,116.084,44.157,4.670,244,15,26,,
T,2021-09-29 05:30:25,47.68976909,17.63989757,4,116.059,44.157,5.990,244,15,26,,
T,2021-09-29 05:30:26,47.68974753,17.63982304,4,116.268,44.157,6.240,245,10,26,,
T,2021-09-29 05:30:27,47.68972098,17.63974495,4,116.500,44.157,6.650,244,19,26,,
T,2021-09-29 05:30:28,47.68969549,17.63965386,4,116.517,44.157,7.770,244,16,26,,
T,2021-09-29 05:30:29,47.68967048,17.63955526,4,116.366,44.157,7.940,245,18,25,,
T,2021-09-29 05:30:30,47.68964205,17.63945835,4,116.494,44.157,7.790,246,18,25,,
T,2021-09-29 05:30:31,47.68961391,17.63935962,4,116.649,44.157,8.210,247,15,25,,
T,2021-09-29 05:30:32,47.68958168,17.63926458,4,116.767,44.157,8.150,246,11,25,,
T,2021-09-29 05:30:33,47.68955071,17.63916431,4,116.652,44.157,7.890,246,14,25,,
T,2021-09-29 05:30:34,47.68952136,17.63907072,4,116.663,44.157,7.620,246,17,25,,
T,2021-09-29 05:30:35,47.68949370,17.63898373,4,117.005,44.158,7.100,245,12,25,,
T,2021-09-29 05:30:36,47.68946761,17.63890341,4,117.044,44.158,6.370,245,12,26,,
T,2021-09-29 05:30:37,47.68944199,17.63883601,4,117.359,44.158,5.580,245,15,26,,
T,2021-09-29 05:30:38,47.68942072,17.63877869,4,117.367,44.158,4.500,243,16,26,,
T,2021-09-29 05:30:39,47.68940346,17.63873204,4,117.316,44.158,3.480,242,14,26,,
T,2021-09-29 05:30:40,47.68939291,17.63870349,4,117.095,44.158,1.670,241,13,26,,
T,2021-09-29 05:30:41,47.68938549,17.63868785,4,117.146,44.158,1.220,242,17,26,,
T,2021-09-29 05:30:42,47.68938046,17.63867289,4,117.176,44.158,1.270,242,20,26,,
T,2021-09-29 05:30:43,47.68937685,17.63866003,4,117.766,44.158,0.990,242,16,26,,
T,2021-09-29 05:30:44,47.68937281,17.63864907,4,117.983,44.158,0.950,242,19,26,,
T,2021-09-29 05:30:45,47.68936721,17.63863469,4,117.548,44.158,1.210,242,16,26,,
T,2021-09-29 05:30:46,47.68936397,17.63862843,4,117.613,44.158,0.200,242,17,26,,
T,2021-09-29 05:30:47,47.68936286,17.63862682,4,117.620,44.158,0.000,,18,25,,
T,2021-09-29 05:30:48,47.68936165,17.63862500,10,117.479,44.158,0.200,242,19,25,,
T,2021-09-29 05:30:49,47.68935998,17.63862414,10,117.205,44.158,0.000,,18,25,,
T,2021-09-29 05:30:50,47.68935945,17.63862263,10,116.931,44.158,0.000,,20,25,,
T,2021-09-29 05:30:51,47.68935947,17.63862271,10,116.931,44.158,0.000,,17,26,,
T,2021-09-29 05:30:52,47.68935947,17.63862272,10,116.932,44.158,0.000,,17,26,,
T,2021-09-29 05:30:53,47.68935947,17.63862271,10,116.931,44.158,0.000,,15,26,,
T,2021-09-29 05:30:54,47.68935495,17.63861748,10,116.786,44.158,0.560,243,15,26,,
T,2021-09-29 05:30:55,47.68935206,17.63860450,10,116.838,44.158,1.400,243,22,26,,
T,2021-09-29 05:30:56,47.68934374,17.63858042,10,116.955,44.158,2.750,243,22,26,,
T,2021-09-29 05:30:57,47.68932940,17.63853332,10,117.130,44.158,4.420,244,22,26,,
T,2021-09-29 05:30:58,47.68930924,17.63847367,10,117.159,44.158,5.540,244,16,26,,
T,2021-09-29 05:30:59,47.68928583,17.63840737,10,117.388,44.158,5.750,243,14,26,,
T,2021-09-29 05:31:00,47.68926115,17.63833894,10,117.450,44.158,5.780,244,16,26,,
T,2021-09-29 05:31:01,47.68924088,17.63827159,10,117.561,44.158,5.420,245,15,26,,
T,2021-09-29 05:31:02,47.68921908,17.63820191,10,117.774,44.158,5.770,246,18,26,,
T,2021-09-29 05:31:03,47.68919938,17.63813693,10,117.937,44.158,5.170,246,13,26,,
T,2021-09-29 05:31:04,47.68918334,17.63808162,10,118.060,44.158,4.380,247,21,26,,
T,2021-09-29 05:31:05,47.68916441,17.63802298,10,118.242,44.158,4.910,245,13,26,,
T,2021-09-29 05:31:06,47.68914136,17.63795860,10,118.723,44.158,6.080,241,15,26,,
T,2021-09-29 05:31:07,47.68910988,17.63788378,10,118.394,44.158,7.080,241,15,26,,
T,2021-09-29 05:31:08,47.68907899,17.63779179,10,118.468,44.159,7.780,243,13,26,,
T,2021-09-29 05:31:09,47.68904965,17.63769988,10,118.480,44.159,7.480,244,19,26,,
T,2021-09-29 05:31:10,47.68902167,17.63761615,10,118.442,44.159,6.700,244,19,26,,
T,2021-09-29 05:31:11,47.68899648,17.63753539,10,118.164,44.159,6.480,246,20,26,,
T,2021-09-29 05:31:12,47.68897282,17.63745799,10,118.122,44.159,6.550,247,19,26,,
T,2021-09-29 05:31:13,47.68894883,17.63737788,10,118.006,44.159,6.420,246,16,26,,
T,2021-09-29 05:31:14,47.68892330,17.63729750,10,118.126,44.159,6.870,245,14,26,,
T,2021-09-29 05:31:15,47.68889388,17.63721184,10,118.078,44.159,7.320,242,12,26,,
T,2021-09-29 05:31:16,47.68886418,17.63712562,10,118.284,44.159,7.300,242,12,26,,
T,2021-09-29 05:31:17,47.68883385,17.63703977,10,118.451,44.159,7.380,243,16,26,,
T,2021-09-29 05:31:18,47.68880155,17.63695409,10,118.884,44.159,7.290,243,17,26,,
T,2021-09-29 05:31:19,47.68877209,17.63687187,10,119.042,44.159,7.120,244,17,26,,
T,2021-09-29 05:31:20,47.68874425,17.63678780,10,119.269,44.159,7.230,243,18,26,,
T,2021-09-29 05:31:21,47.68871714,17.63669132,10,119.526,44.159,7.510,244,12,26,,
T,2021-09-29 05:31:22,47.68868725,17.63660154,10,119.618,44.159,7.600,244,14,26,,
T,2021-09-29 05:31:23,47.68865848,17.63651105,10,119.549,44.160,7.420,244,16,26,,
T,2021-09-29 05:31:24,47.68862962,17.63642254,10,119.664,44.160,7.140,244,16,26,,
T,2021-09-29 05:31:25,47.68860033,17.63633884,10,119.759,44.160,6.950,245,17,26,,
T,2021-09-29 05:31:26,47.68856657,17.63626220,10,119.948,44.160,6.710,244,19,26,,
T,2021-09-29 05:31:27,47.68854357,17.63619248,10,119.912,44.160,5.190,244,20,25,,
T,2021-09-29 05:31:28,47.68852402,17.63613875,10,119.719,44.160,4.460,243,15,25,,
T,2021-09-29 05:31:29,47.68850692,17.63608691,10,119.555,44.160,3.940,243,18,24,,
T,2021-09-29 05:31:30,47.68849300,17.63604759,10,119.317,44.160,2.880,244,16,24,,
T,2021-09-29 05:31:31,47.68848395,17.63602176,10,119.288,44.160,1.470,243,18,24,,
T,2021-09-29 05:31:32,47.68847983,17.63601388,10,118.962,44.160,0.190,243,16,24,,
T,2021-09-29 05:31:33,47.68848084,17.63601184,10,119.141,44.160,0.000,,18,25,,
T,2021-09-29 05:31:34,47.68848084,17.63601187,10,119.141,44.160,0.000,,19,25,,
T,2021-09-29 05:31:35,47.68848086,17.63601191,10,119.141,44.160,0.000,,15,25,,
T,2021-09-29 05:31:36,47.68848085,17.63601192,10,119.139,44.160,0.000,,16,25,,
T,2021-09-29 05:31:37,47.68848084,17.63601190,10,119.136,44.160,0.000,,16,25,,
T,2021-09-29 05:31:38,47.68848080,17.63601191,10,119.137,44.160,0.000,,17,25,,
T,2021-09-29 05:31:39,47.68847867,17.63601195,10,118.485,44.160,0.000,,14,25,,
T,2021-09-29 05:31:40,47.68847895,17.63601405,10,118.400,44.160,0.000,,14,26,,
T,2021-09-29 05:31:41,47.68847898,17.63601397,10,118.395,44.160,0.000,,18,26,,
T,2021-09-29 05:31:42,47.68847901,17.63601400,10,118.395,44.160,0.000,,18,25,,
T,2021-09-29 05:31:43,47.68848005,17.63601389,10,118.346,44.160,0.000,,20,26,,
T,2021-09-29 05:31:44,47.68847941,17.63601446,10,118.271,44.160,0.000,,18,26,,
T,2021-09-29 05:31:45,47.68847938,17.63601442,10,118.271,44.160,0.000,,15,26,,
T,2021-09-29 05:31:46,47.68847315,17.63600238,10,118.034,44.160,1.720,243,18,26,,
T,2021-09-29 05:31:47,47.68846202,17.63597856,10,118.129,44.160,2.580,242,20,26,,
T,2021-09-29 05:31:48,47.68845529,17.63595212,10,117.988,44.160,1.780,243,19,27,,
T,2021-09-29 05:31:49,47.68844734,17.63593040,10,117.930,44.160,1.590,243,22,27,,
T,2021-09-29 05:31:50,47.68844243,17.63591326,10,117.827,44.160,1.470,243,23,27,,
T,2021-09-29 05:31:51,47.68843763,17.63589938,10,117.962,44.160,1.190,243,20,27,,
T,2021-09-29 05:31:52,47.68843340,17.63588606,10,118.095,44.160,1.090,243,22,27,,
T,2021-09-29 05:31:53,47.68843089,17.63587413,10,117.913,44.160,1.000,243,23,27,,
T,2021-09-29 05:31:54,47.68842646,17.63585770,10,118.364,44.160,1.650,243,21,27,,
T,2021-09-29 05:31:55,47.68842072,17.63584454,10,118.492,44.160,1.120,243,21,27,,
T,2021-09-29 05:31:56,47.68841550,17.63583088,10,118.529,44.160,0.860,243,22,27,,
T,2021-09-29 05:31:57,47.68841245,17.63582045,10,118.547,44.160,0.670,243,18,27,,
T,2021-09-29 05:31:58,47.68840893,17.63581353,10,118.408,44.160,0.700,243,22,27,,
T,2021-09-29 05:31:59,47.68840409,17.63579744,10,118.308,44.160,1.760,243,22,27,,
T,2021-09-29 05:32:00,47.68839687,17.63577780,4,118.263,44.160,1.820,243,23,27,,
T,2021-09-29 05:32:01,47.68839139,17.63576152,4,118.373,44.160,0.960,243,20,26,,
T,2021-09-29 05:32:02,47.68838956,17.63575359,4,118.373,44.160,0.340,242,19,26,,
T,2021-09-29 05:32:03,47.68838548,17.63574706,4,118.550,44.160,0.580,242,22,26,,
T,2021-09-29 05:32:04,47.68837731,17.63573279,4,118.619,44.160,1.860,234,21,26,,
T,2021-09-29 05:32:05,47.68835244,17.63572786,4,118.641,44.160,3.550,200,20,26,,
T,2021-09-29 05:32:06,47.68831642,17.63574668,4,118.684,44.160,4.840,163,18,26,,
T,2021-09-29 05:32:07,47.68827151,17.63577320,4,118.765,44.160,5.980,153,18,26,,
T,2021-09-29 05:32:08,47.68822439,17.63580843,4,118.807,44.161,6.110,154,12,26,,
T,2021-09-29 05:32:09,47.68817122,17.63584418,4,118.701,44.161,6.580,156,12,26,,
T,2021-09-29 05:32:10,47.68811688,17.63587991,4,118.234,44.161,6.460,156,12,26,,
T,2021-09-29 05:32:11,47.68806889,17.63591198,4,118.198,44.161,5.690,155,12,26,,
T,2021-09-29 05:32:12,47.68802650,17.63594130,4,118.185,44.161,4.960,155,11,27,,
T,2021-09-29 05:32:13,47.68798760,17.63596860,4,118.351,44.161,4.500,154,13,27,,
T,2021-09-29 05:32:14,47.68795597,17.63599114,4,118.208,44.161,3.460,154,13,27,,
T,2021-09-29 05:32:15,47.68793086,17.63600897,4,118.093,44.161,2.740,154,12,27,,
T,2021-09-29 05:32:16,47.68791127,17.63602293,4,118.326,44.161,2.410,154,14,27,,
T,2021-09-29 05:32:17,47.68789163,17.63603735,4,118.303,44.161,2.330,153,15,27,,
T,2021-09-29 05:32:18,47.68787412,17.63605071,4,118.329,44.161,2.050,152,15,27,,
T,2021-09-29 05:32:19,47.68785994,17.63606439,4,117.868,44.161,1.810,150,16,25,,
T,2021-09-29 05:32:20,47.68784781,17.63607788,4,117.872,44.161,1.460,148,19,26,,
T,2021-09-29 05:32:21,47.68783596,17.63608737,4,118.125,44.161,1.400,145,19,26,,
T,2021-09-29 05:32:22,47.68782769,17.63609889,4,118.050,44.162,1.330,142,19,26,,
T,2021-09-29 05:32:23,47.68781613,17.63611459,4,118.362,44.162,2.050,137,20,26,,
T,2021-09-29 05:32:24,47.68780003,17.63613425,4,118.328,44.162,2.840,139,22,26,,
T,2021-09-29 05:32:25,47.68777385,17.63616284,4,118.717,44.162,3.820,141,21,26,,
T,2021-09-29 05:32:26,47.68775065,17.63619320,4,118.997,44.162,3.430,137,21,26,,
T,2021-09-29 05:32:27,47.68773508,17.63622168,4,119.212,44.162,2.190,129,21,27,,
T,2021-09-29 05:32:28,47.68772627,17.63623902,4,119.596,44.162,1.180,125,23,27,,
T,2021-09-29 05:32:29,47.68772263,17.63624819,4,119.378,44.162,0.670,123,23,27,,
T,2021-09-29 05:32:30,47.68772134,17.63625002,4,119.380,44.162,0.000,,23,27,,
T,2021-09-29 05:32:31,47.68771969,17.63625093,4,119.533,44.162,0.000,,22,27,,
T,2021-09-29 05:32:32,47.68771970,17.63625091,4,119.530,44.162,0.000,,23,27,,
T,2021-09-29 05:32:33,47.68771970,17.63625089,4,119.531,44.162,0.000,,23,27,,
T,2021-09-29 05:32:34,47.68771970,17.63625092,4,119.530,44.162,0.000,,23,27,,
T,2021-09-29 05:32:35,47.68771970,17.63625091,4,119.530,44.162,0.000,,22,27,,
T,2021-09-29 05:32:36,47.68771969,17.63625093,4,119.530,44.162,0.000,,23,27,,
T,2021-09-29 05:32:37,47.68771971,17.63625090,4,119.528,44.162,0.000,,22,27,,
T,2021-09-29 05:32:38,47.68771970,17.63625091,4,119.528,44.162,0.000,,21,27,,
T,2021-09-29 05:32:39,47.68771969,17.63625091,4,119.527,44.162,0.000,,23,27,,
T,2021-09-29 05:32:40,47.68771969,17.63625090,4,119.529,44.162,0.000,,20,27,,
T,2021-09-29 05:32:41,47.68771969,17.63625091,4,119.530,44.162,0.000,,20,27,,
T,2021-09-29 05:32:42,47.68771968,17.63625091,4,119.529,44.162,0.000,,20,27,,
T,2021-09-29 05:32:43,47.68771968,17.63625089,4,119.528,44.162,0.000,,19,26,,
T,2021-09-29 05:32:44,47.68771970,17.63625092,4,119.528,44.162,0.000,,20,25,,
T,2021-09-29 05:32:45,47.68771971,17.63625091,4,119.529,44.162,0.000,,20,26,,
T,2021-09-29 05:32:46,47.68771969,17.63625092,4,119.528,44.162,0.000,,22,26,,
T,2021-09-29 05:32:47,47.68771887,17.63624763,4,118.517,44.162,0.000,,22,26,,
T,2021-09-29 05:32:48,47.68771902,17.63625001,4,118.313,44.162,0.250,123,22,26,,
T,2021-09-29 05:32:49,47.68771898,17.63625072,4,118.181,44.162,0.000,,22,26,,
T,2021-09-29 05:32:50,47.68771932,17.63625229,4,118.458,44.162,0.000,,20,26,,
T,2021-09-29 05:32:51,47.68771943,17.63625363,4,118.607,44.162,0.000,,22,26,,
T,2021-09-29 05:32:52,47.68771900,17.63625323,4,118.520,44.162,0.000,,20,26,,
T,2021-09-29 05:32:53,47.68771901,17.63625324,4,118.520,44.162,0.000,,20,26,,
T,2021-09-29 05:32:54,47.68771902,17.63625330,4,118.522,44.162,0.000,,20,26,,
T,2021-09-29 05:32:55,47.68771902,17.63625324,4,118.520,44.162,0.000,,21,26,,
T,2021-09-29 05:32:56,47.68771903,17.63625326,4,118.524,44.162,0.000,,20,26,,
T,2021-09-29 05:32:57,47.68771904,17.63625329,4,118.522,44.162,0.000,,20,26,,
T,2021-09-29 05:32:58,47.68771903,17.63625330,4,118.524,44.162,0.000,,20,26,,
T,2021-09-29 05:32:59,47.68771904,17.63625331,4,118.526,44.162,0.000,,19,26,,
T,2021-09-29 05:33:00,47.68771903,17.63625330,4,118.526,44.162,0.000,,21,26,,
T,2021-09-29 05:33:01,47.68771904,17.63625328,4,118.526,44.162,0.000,,20,26,,
T,2021-09-29 05:33:02,47.68771902,17.63625327,4,118.524,44.162,0.000,,20,26,,
T,2021-09-29 05:33:03,47.68771903,17.63625328,4,118.525,44.162,0.000,,20,26,,
T,2021-09-29 05:33:04,47.68771903,17.63625327,4,118.525,44.162,0.000,,20,26,,
T,2021-09-29 05:33:05,47.68771902,17.63625327,4,118.524,44.162,0.000,,21,26,,
T,2021-09-29 05:33:06,47.68771902,17.63625327,4,118.524,44.162,0.000,,20,26,,
T,2021-09-29 05:33:07,47.68771903,17.63625329,4,118.524,44.162,0.000,,21,26,,
T,2021-09-29 05:33:08,47.68771903,17.63625332,4,118.526,44.162,0.000,,20,26,,
T,2021-09-29 05:33:09,47.68771905,17.63625331,4,118.526,44.162,0.000,,20,26,,
T,2021-09-29 05:33:10,47.68771902,17.63625330,4,118.522,44.162,0.000,,21,26,,
T,2021-09-29 05:33:11,47.68771904,17.63625331,4,118.527,44.162,0.000,,21,26,,
T,2021-09-29 05:33:12,47.68771605,17.63625848,4,117.632,44.162,0.330,121,22,26,,
T,2021-09-29 05:33:13,47.68771510,17.63626068,4,117.555,44.162,0.210,120,21,26,,
T,2021-09-29 05:33:14,47.68771400,17.63627129,4,117.525,44.162,1.330,115,21,25,,
T,2021-09-29 05:33:15,47.68771377,17.63629532,4,117.499,44.162,2.220,99,23,25,,
